"","NR_CONVENIO","ID_PROPOSTA","SIT_CONVENIO","INSTRUMENTO_ATIVO","IND_OPERA_OBTV","DIA_INIC_VIGENC_CONV","DIA_FIM_VIGENC_CONV","Ano_FIM","DIA_FIM_VIGENC_ORIGINAL_CONV","VL_GLOBAL_CONV","VL_REPASSE_CONV","VL_CONTRAPARTIDA_CONV","VALOR_GLOBAL_ORIGINAL_CONV","VALOR_REPASSE_EMENDA","MUNICIPIO","OBJETO_PROPOSTA","NATUREZA_JURIDICA","NM_PROPONENTE","DESC_ORGAO_SUP","DESC_ORGAO","PORCENT_EMENDA","PORCENT_CONTRAPARTIDA","ATRASO","MESES_ATRASO"
"909",856797,1168172,"Em execução","SIM","SIM","29/12/2017","30/04/2021",2018,"31/12/2018",584026.56,578186.29,5840.27,598000,578186.29,"VALENCA","Revitalização de Calçadas","Administração Pública Municipal","MUNICIPIO DE VALENCA","MINISTERIO DAS CIDADES","MINISTERIO DAS CIDADES",99,1,"Sim",28
"910",856799,1247850,"Convênio Anulado","NÃO","SIM","28/12/2017","28/09/2020",2020,"28/09/2020",427886.78,410715.31,17171.47,NA,410715.31,"RIO CLARO","Pavimentação asfáltica e construção de calçada em Rio Claro – 1° Distrito.","Administração Pública Municipal","MUNICIPIO DE RIO CLARO","MINISTERIO DAS CIDADES","MINISTERIO DAS CIDADES",95.99,4.01,"Nao",0
"911",856890,1165439,"Em execução","SIM","SIM","27/12/2017","30/09/2020",2020,"30/04/2020",394600,394200,400,400113,394200,"CANTAGALO","Implantação de pavimentação, drenagem,passeio público e sinalização no Município","Administração Pública Municipal","MUNICIPIO DE CANTAGALO","MINISTERIO DAS CIDADES","MINISTERIO DAS CIDADES",99.9,0.1,"Sim",5
"912",856893,1165462,"Em execução","SIM","SIM","27/12/2017","30/04/2021",2020,"30/04/2020",587810.15,587222.15,588,600880,587222.15,"CANTAGALO","Implantação de pavimentação, drenagem e passeio público no município de Cantagalo.","Administração Pública Municipal","MUNICIPIO DE CANTAGALO","MINISTERIO DAS CIDADES","MINISTERIO DAS CIDADES",99.9,0.1,"Sim",12
"913",856895,1247158,"Em execução","SIM","SIM","18/12/2017","30/04/2021",2021,"30/04/2021",1066483.08,1046483.08,20000,NA,1046483.08,"ITAPERUNA","Pavimentação e passeio de diversas ruas","Administração Pública Municipal","MUNICIPIO DE ITAPERUNA","MINISTERIO DAS CIDADES","MINISTERIO DAS CIDADES",98.12,1.88,"Nao",0
"914",856938,1165730,"Convênio Anulado","NÃO","SIM","29/12/2017","31/12/2019",2019,"31/12/2019",828358.26,827358.26,1000,NA,827358.26,"RIO DAS FLORES","Apoio à Melhoria das Condições de Habitabilidade dos Assentamentos Precários Chácara Boa Esperança e Chácara Nova Esperança(Favelinha), localizados em Taboas - 3º Distrito de Rio das Flôres - RJ","Administração Pública Municipal","MUNICIPIO DE RIO DAS FLORES","MINISTERIO DAS CIDADES","MINISTERIO DAS CIDADES",99.88,0.12,"Nao",0
"915",857070,1171320,"Em execução","SIM","SIM","22/12/2017","31/12/2020",2019,"01/11/2019",1229178.98,987600,241578.98,997575.76,987600,"SAO GONCALO","Obra de Contenção de Encostas","Administração Pública Municipal","MUNICIPIO DE SAO GONCALO","MINISTERIO DAS CIDADES","MINISTERIO DAS CIDADES",80.35,19.65,"Sim",14
"916",857084,1171819,"Em execução","SIM","SIM","29/12/2017","30/08/2020",2020,"30/08/2020",370934.51,364034.51,6900,NA,364034.51,"SAO FIDELIS","Pavimentação e recapeamento de diversas ruas no município de São Fidélis.","Administração Pública Municipal","MUNICIPIO DE SAO FIDELIS","MINISTERIO DAS CIDADES","MINISTERIO DAS CIDADES",98.14,1.86,"Nao",0
"917",857085,1279462,"Convênio Anulado","NÃO","SIM","29/12/2017","28/09/2020",2020,"28/09/2020",505000,5e+05,5000,NA,0,"AREAL","REFORMA E ADAPTAÇÃO DA ANTIGA ESTAÇÃO FERROVIÁRIA PARA IMPLANTAÇÃO DE CASA DE CULTURA","Administração Pública Municipal","MUNICIPIO DE AREAL","MINISTERIO DA CULTURA","MINISTERIO DA CULTURA",0,0.99,"Nao",0
"918",857099,1174487,"Em execução","SIM","SIM","29/12/2017","31/12/2020",2019,"01/11/2019",781989.06,734803.05,47186.01,767437.98,734803.05,"ITABORAI","ESGOTAMENTO SANITÁRIO, PAVIMENTAÇÃO, DRENAGEM PLUVIAL E SINALIZAÇÃO URBANA no Município de Itaboraí","Administração Pública Municipal","MUNICIPIO DE ITABORAI","MINISTERIO DO DESENVOLVIMENTO REGIONAL","MINISTERIO DO DESENVOLVIMENTO REGIONAL",93.97,6.03,"Sim",14
"919",857164,1175415,"Em execução","SIM","SIM","29/12/2017","30/08/2020",2020,"30/08/2020",363299.23,352223.87,11075.36,NA,352223.87,"CARDOSO MOREIRA","PAVIMENTAÇÃO NAS RUAS MÁRIO JOSÉ DA MOTA E LUPERCY PERES DUARTE","Administração Pública Municipal","MUNICIPIO DE CARDOSO MOREIRA","MINISTERIO DAS CIDADES","MINISTERIO DAS CIDADES",96.95,3.05,"Nao",0
"920",857168,1175464,"Em execução","SIM","SIM","27/12/2017","27/09/2020",2019,"27/09/2019",355151.16,295300,59851.16,3e+05,295300,"PIRAI","Recuperação em trecho da  Rua Barão do Piraí - Reconstrução de Pavimento conforme sub-ítem 11.2.2.4.do Programa 2054 - Planejamento Urbano - Infraestrutura Urbana.","Administração Pública Municipal","MUNICIPIO DE PIRAI","MINISTERIO DAS CIDADES","MINISTERIO DAS CIDADES",83.15,16.85,"Sim",12
"921",857199,1176336,"Em execução","SIM","SIM","21/12/2017","31/12/2020",2019,"01/11/2019",401844.41,385756.24,16088.17,510000,385756.24,"TANGUA","Obra de pavimentação, drenagem, esgotamento sanitário e urbanização em diversos logradouros.","Administração Pública Municipal","MUNICIPIO DE TANGUA","MINISTERIO DAS CIDADES","MINISTERIO DAS CIDADES",96,4,"Sim",14
"922",857211,1173996,"Em execução","SIM","SIM","19/12/2017","31/12/2020",2019,"01/11/2019",530000,521625,8375,NA,521625,"TANGUA","IMPLANTAÇÃO E/OU MODERNIZAÇÃO DE INFRAESTRUTURA ESPORTIVA.","Administração Pública Municipal","MUNICIPIO DE TANGUA","MINISTERIO DO ESPORTE","MINISTERIO DO ESPORTE",98.42,1.58,"Sim",14
"923",857252,1262244,"Em execução","SIM","SIM","28/12/2017","31/12/2020",2019,"01/11/2019",517558.8,484620.82,32937.98,5e+05,484620.82,"MARICA","IMPLANTAÇÃO DE PISTA DE SKATE NO MUNICÍPIO DE MARICÁ/RJ","Administração Pública Municipal","MUNICIPIO DE MARICA","MINISTERIO DO ESPORTE","MINISTERIO DO ESPORTE",93.64,6.36,"Sim",14
"924",857263,1262384,"Em execução","SIM","SIM","15/12/2017","31/12/2020",2019,"06/09/2019",503888.09,487500,16388.09,497500,487500,"RIO DE JANEIRO","Construção de quadra poliesportiva na Escola Municipal.","Administração Pública Municipal","MUNICIPIO DE RIO DE JANEIRO","MINISTERIO DO ESPORTE","MINISTERIO DO ESPORTE",96.75,3.25,"Sim",16
"925",857281,1175406,"Proposta/Plano de Trabalho Aprovado","SIM","SIM","30/06/2017","30/06/2018",2018,"30/06/2018",250000,243750,6250,NA,0,"SAPUCAIA","REFORMA DA PRAÇA VITORINO JOSÉ DE SOUZA NO DISTRITO DE ANTA - SAPUCAIA/RJ","Administração Pública Municipal","MUNICIPIO DE SAPUCAIA","MINISTERIO DO TURISMO","MINISTERIO DO TURISMO",0,2.5,"Nao",0
"926",857292,1218956,"Em execução","SIM","SIM","28/12/2017","05/04/2021",2018,"27/12/2018",935000,925000,10000,NA,0,"CARDOSO MOREIRA","RECUPERAÇÃO DAS ESTRADAS VICINAIS DE ACESSO E INTERNA AO PROJETO DE ASSENTAMENTO PAZ NA TERRA NO MUNICÍPIO DE CARDOSO MOREIRA / RJ","Administração Pública Municipal","MUNICIPIO DE CARDOSO MOREIRA","MINISTERIO DO DESENVOLVIMENTO AGRARIO","INSTIT. NAC. DE COLONIZACAO E REFORMA AGRARIA",0,1.07,"Sim",28
"927",857295,1207746,"Proposta/Plano de Trabalho Aprovado","SIM","SIM","01/05/2018","30/09/2018",2018,"30/09/2018",280300,280000,300,NA,0,"ITAPERUNA","Criação de rede de distribuição e captação","Administração Pública Municipal","MUNICIPIO DE ITAPERUNA","MINISTERIO DO DESENVOLVIMENTO AGRARIO","INSTIT. NAC. DE COLONIZACAO E REFORMA AGRARIA",0,0.11,"Nao",0
"928",857315,1219077,"Prestação de Contas enviada para Análise","SIM","SIM","28/12/2017","27/03/2019",2018,"27/12/2018",1313000,1300000,13000,NA,0,"CARDOSO MOREIRA","IMPLANTAÇÃO DE SISTEMA DE CAPTAÇÃO E DISTRIBUIÇÃO DE ÁGUA NO PROJETO DE ASSENTAMENTO PAZ NA TERRA NO MUNICÍPIO DE CARDOSO MOREIRA / RJ","Administração Pública Municipal","MUNICIPIO DE CARDOSO MOREIRA","MINISTERIO DO DESENVOLVIMENTO AGRARIO","INSTIT. NAC. DE COLONIZACAO E REFORMA AGRARIA",0,0.99,"Sim",3
"929",857519,1274789,"Em execução","SIM","SIM","29/12/2017","11/07/2021",2020,"29/09/2020",255747.73,255747.73,0,257693.81,0,"CARAPEBUS","Implantação de Melhorias Sanitárias Domiciliares no município de Carapebus/RJ.","Administração Pública Municipal","MUNICIPIO DE CARAPEBUS","MINISTERIO DA SAUDE","FUNDACAO NACIONAL DE SAUDE",0,0,"Sim",10
"930",857520,1272650,"Em execução","SIM","SIM","29/12/2017","11/07/2021",2020,"29/09/2020",550000,5e+05,50000,NA,0,"CASIMIRO DE ABREU","Implantação de melhorias sanitárias Domiciliares no Município de Casimiro de Abreu/RJ","Administração Pública Municipal","MUNICIPIO DE CASIMIRO DE ABREU","MINISTERIO DA SAUDE","FUNDACAO NACIONAL DE SAUDE",0,9.09,"Sim",10
"931",857521,1274089,"Em execução","SIM","SIM","29/12/2017","11/07/2021",2020,"29/09/2020",425008.05,425008.05,0,5e+05,0,"CARMO","Implantação de Melhorias Sanitárias Domiciliares no município de CARMO/RJ.","Administração Pública Municipal","MUNICIPIO DE CARMO","MINISTERIO DA SAUDE","FUNDACAO NACIONAL DE SAUDE",0,0,"Sim",10
"932",857522,1272397,"Convênio Rescindido","NÃO","SIM","29/12/2017","29/09/2020",2020,"29/09/2020",424400,424400,0,NA,0,"PARACAMBI","Implantação de melhorias sanitárias domiciliares no município de PARACAMBI-RJ","Administração Pública Municipal","MUNICIPIO DE PARACAMBI","MINISTERIO DA SAUDE","FUNDACAO NACIONAL DE SAUDE",0,0,"Nao",0
"933",857658,1219037,"Em execução","SIM","SIM","28/12/2017","05/04/2021",2018,"27/12/2018",450000,445000,5000,NA,0,"CARDOSO MOREIRA","RECUPERAÇÃO DAS ESTRADAS VICINAIS DE ACESSO E INTERNA AO PROJETO DE ASSENTAMENTO FRANCISCO JULIÃO NO MUNICÍPIO DE CARDOSO MOREIRA / RJ","Administração Pública Municipal","MUNICIPIO DE CARDOSO MOREIRA","MINISTERIO DO DESENVOLVIMENTO AGRARIO","INSTIT. NAC. DE COLONIZACAO E REFORMA AGRARIA",0,1.11,"Sim",28
"934",857862,1219060,"Em execução","SIM","SIM","28/12/2017","05/04/2021",2018,"27/12/2018",395000,390000,5000,NA,0,"CARDOSO MOREIRA","RECUPERAÇÃO DAS ESTRADAS VICINAIS DE ACESSO E INTERNA AO PROJETO DE ASSENTAMENTO CHICO MENDES NO MUNICÍPIO DE CARDOSO MOREIRA / RJ","Administração Pública Municipal","MUNICIPIO DE CARDOSO MOREIRA","MINISTERIO DO DESENVOLVIMENTO AGRARIO","INSTIT. NAC. DE COLONIZACAO E REFORMA AGRARIA",0,1.27,"Sim",28
"935",857890,1281369,"Em execução","SIM","SIM","23/01/2018","06/01/2021",2019,"16/07/2019",18260000,1.8e+07,260000,NA,0,"RESENDE","Pavimentação, Construção e Recuperação de Estradas do Corredor Cidade/Polo Industrial - Ponte e obras Complementares.","Administração Pública Municipal","MUNICIPIO DE RESENDE","MINISTERIO DO DESENVOLVIMENTO REGIONAL","MINISTERIO DO DESENVOLVIMENTO REGIONAL",0,1.42,"Sim",18
"936",858104,1272833,"Convênio Rescindido","NÃO","SIM","29/12/2017","29/09/2020",2020,"29/09/2020",1465481.53,1465481.53,0,NA,0,"CAMPOS DOS GOYTACAZES","Implantação de sistema de abastecimento de água em áreas rurais e Comunidades Tradicionais no município de Campos dos Goytacazes-RJ","Administração Pública Municipal","MUNICIPIO DE CAMPOS DOS GOYTACAZES","MINISTERIO DA SAUDE","FUNDACAO NACIONAL DE SAUDE",0,0,"Nao",0
"937",858105,1270811,"Em execução","SIM","SIM","29/12/2017","11/07/2021",2020,"29/09/2020",569734.48,505347.01,64387.47,641271.52,0,"VOLTA REDONDA","Implantação de Sistema de Abastecimento de Água em Áreas Rurais e Comunidades Tradicionais.","Administração Pública Municipal","MUNICIPIO DE VOLTA REDONDA","MINISTERIO DA SAUDE","FUNDACAO NACIONAL DE SAUDE",0,11.3,"Sim",10
"938",858200,1271661,"Convênio Rescindido","NÃO","SIM","30/12/2017","29/09/2020",2020,"29/09/2020",343468.69,340468.69,3000,NA,0,"CAMBUCI","Sistema de Abastecimento de Água em Áreas Rurais e Comunidades Tradicionais","Administração Pública Municipal","MUNICIPIO DE CAMBUCI","MINISTERIO DA SAUDE","FUNDACAO NACIONAL DE SAUDE",0,0.87,"Nao",0
"939",858423,1281099,"Proposta/Plano de Trabalho Aprovado","SIM","SIM","19/03/2018","18/09/2019",2019,"18/09/2019",707560.74,7e+05,7560.74,NA,0,"CARAPEBUS","Implantação de sistema de captação e armazenamento de água do(s) Projeto(s) de Assentamento 25 de Março e João Batista soares no Município de Carapebus/RJ.","Administração Pública Municipal","MUNICIPIO DE CARAPEBUS","MINISTERIO DO DESENVOLVIMENTO AGRARIO","INSTIT. NAC. DE COLONIZACAO E REFORMA AGRARIA",0,1.07,"Nao",0
"940",858463,1272726,"Em execução","SIM","SIM","29/12/2017","30/04/2021",2020,"30/04/2020",286168.51,285882.34,286.17,297500,0,"MACUCO","APOIO A PROJETOS DE INFRAESTRUTURA TURÍSTICA - Reformas das Praças no município de Macuco/RJ.","Administração Pública Municipal","MUNICIPIO DE MACUCO","MINISTERIO DO TURISMO","MINISTERIO DO TURISMO",0,0.1,"Sim",12
"941",858464,1272796,NA,"SIM","SIM","01/12/2017","29/12/2019",2019,"29/12/2019",2145000,1950000,195000,NA,0,"MAGE","CONSTRUÇÃO DO CENTRO DE EVENTOS NO MUNICÍPIO DE MAGÉ NO ESTADO DO RIO DE JANEIRO","Administração Pública Municipal","MUNICIPIO DE MAGE","MINISTERIO DO TURISMO","MINISTERIO DO TURISMO",0,9.09,"Nao",0
"942",858467,1273294,NA,"SIM","SIM","12/03/2018","10/06/2019",2019,"10/06/2019",1012793,975000,37793,NA,0,"QUISSAMA","CONSTRUÇÃO DE MIRANTE NO PARNA JURUBATIBA, QUISSAMÃ RJ, 2º ETAPA.","Administração Pública Municipal","MUNICIPIO DE QUISSAMA","MINISTERIO DO TURISMO","MINISTERIO DO TURISMO",0,3.73,"Nao",0
"943",858474,1278948,"Em execução","SIM","SIM","28/12/2017","31/12/2020",2019,"01/11/2019",430000,390000,40000,NA,0,"NITEROI","APOIO A PROJETOS DE INFRAESTRUTURA TURÍSTICA - Melhorias na infraestrutura turística das praias de Niterói/RJ","Administração Pública Municipal","MUNICIPIO DE NITEROI","MINISTERIO DO TURISMO","MINISTERIO DO TURISMO",0,9.3,"Sim",14
"944",858552,1171308,"Convênio Rescindido","NÃO","SIM","27/12/2017","01/08/2020",2019,"01/11/2019",271231.35,261481.35,9750,NA,261481.35,"CABO FRIO","Reforma Terminal Fluvial no município de Cabo Frio - RJ.","Administração Pública Municipal","MUNICIPIO DE CABO FRIO","MINISTERIO DO TURISMO","MINISTERIO DO TURISMO",96.41,3.59,"Sim",9
"945",858558,1278701,"Convênio Rescindido","NÃO","SIM","29/12/2017","01/08/2020",2019,"01/11/2019",899912,899912,0,NA,899912,"ARRAIAL DO CABO","CONSTRUÇÃO DE UNIDADE DE ATENÇÃO ESPECIALIZADA EM SAÚDE","Administração Pública Municipal","FUNDO MUNICIPAL DE SAUDE DE ARRAIAL DO CABO","MINISTERIO DA SAUDE","MINISTERIO DA SAUDE",100,0,"Sim",9
"946",858577,1279458,"Em execução","SIM","SIM","29/12/2017","31/12/2020",2019,"31/12/2019",399532,399532,0,NA,399532,"SAO JOAO DE MERITI","REFORMA DE UNIDADE DE ATENÇÃO ESPECIALIZADA EM SAÚDE","Administração Pública Municipal","FUNDO MUNICIPAL DE SAUDE","MINISTERIO DA SAUDE","MINISTERIO DA SAUDE",100,0,"Sim",12
"947",858639,1282068,"Convênio Anulado","NÃO","SIM","19/01/2018","03/01/2021",2019,"13/07/2019",805000,8e+05,5000,NA,0,"ENGENHEIRO PAULO DE FRONTIN","Implantação do Mercado Municipal no município Engenheiro Paulo de Frontin/RJ","Administração Pública Municipal","MUNICIPIO DE ENGENHEIRO PAULO DE FRONTIN","MINISTERIO DO DESENVOLVIMENTO REGIONAL","MINISTERIO DO DESENVOLVIMENTO REGIONAL",0,0.62,"Sim",18
"948",859181,1272585,"Convênio Rescindido","NÃO","SIM","29/12/2017","29/09/2020",2020,"29/09/2020",785717.45,785717.45,0,NA,0,"SAO JOAO DA BARRA","Sistema de Abastecimento de Água em áreas Rurais e Comunidades Tradicionais","Administração Pública Municipal","MUNICIPIO DE SAO JOAO DA BARRA","MINISTERIO DA SAUDE","FUNDACAO NACIONAL DE SAUDE",0,0,"Nao",0
"949",859452,1284306,"Em execução","SIM","SIM","30/12/2017","29/09/2020",2020,"29/09/2020",999994.5,999994.5,0,NA,0,"RIO CLARO","Implantação de sistema de esgotamento sanitário em comunidade rural no Município de Rio Claro – RJ","Administração Pública Municipal","MUNICIPIO DE RIO CLARO","MINISTERIO DA SAUDE","FUNDACAO NACIONAL DE SAUDE",0,0,"Nao",0
"950",859455,1284523,"Em execução","SIM","SIM","30/12/2017","11/07/2021",2020,"29/09/2020",1501500,1500000,1500,NA,0,"RIO DAS FLORES","Sistema de Esgotamento Sanitário em Áreas Rurais e Comunidades Tradicionais do Município de Rio das Flôres - RJ","Administração Pública Municipal","MUNICIPIO DE RIO DAS FLORES","MINISTERIO DA SAUDE","FUNDACAO NACIONAL DE SAUDE",0,0.1,"Sim",10
"951",859456,1284626,"Convênio Rescindido","NÃO","SIM","30/12/2017","29/09/2020",2020,"29/09/2020",1515000,1500000,15000,NA,0,"QUISSAMA","IMPLANTAÇÃO DE SISTEMA DE ABASTECIMENTO DE ÁGUA NA COMUNIDADE RURAL SITIO SANTA LUZIA, MUNICÍPIO DE QUISSAMÃ RJ.","Administração Pública Municipal","MUNICIPIO DE QUISSAMA","MINISTERIO DA SAUDE","FUNDACAO NACIONAL DE SAUDE",0,0.99,"Nao",0
"952",859459,1284639,"Convênio Rescindido","NÃO","SIM","30/12/2017","29/09/2020",2020,"29/09/2020",1515000,1500000,15000,NA,0,"TRAJANO DE MORAIS","Implantação de sistemas de abastecimento de água em comunidades rurais do Município de Trajano de Moraes - RJ","Administração Pública Municipal","MUNICIPIO DE TRAJANO DE MORAES","MINISTERIO DA SAUDE","FUNDACAO NACIONAL DE SAUDE",0,0.99,"Nao",0
"953",859460,1284647,"Em execução","SIM","SIM","30/12/2017","29/09/2020",2020,"29/09/2020",1500000,1470000,30000,NA,0,"SANTA MARIA MADALENA","Implantação de sistemas de abastecimento de água em comunidades rurais do Município de Santa Maria Madalena/RJ","Administração Pública Municipal","MUNICIPIO DE SANTA MARIA MADALENA","MINISTERIO DA SAUDE","FUNDACAO NACIONAL DE SAUDE",0,2,"Nao",0
"954",859493,1285054,"Convênio Rescindido","NÃO","SIM","30/12/2017","29/09/2020",2020,"29/09/2020",1999630.95,1999630.95,0,NA,0,"MAGE","Implantação de Melhorias Sanitárias Domiciliares em Áreas Rurais no Município de Magé/RJ.","Administração Pública Municipal","MUNICIPIO DE MAGE","MINISTERIO DA SAUDE","FUNDACAO NACIONAL DE SAUDE",0,0,"Nao",0
"955",859661,1283414,"Em execução","SIM","SIM","28/12/2017","31/12/2021",2019,"28/12/2019",15268890,15268890,0,NA,0,"NILOPOLIS","CONCLUSÃO DE UNIDADE DE ATENÇÃO ESPECIALIZADA EM SAÚDE","Administração Pública Municipal","FUNDO MUNICIPAL DE SAUDE DE NILOPOLIS","MINISTERIO DA SAUDE","MINISTERIO DA SAUDE",0,0,"Sim",24
"956",859768,1284538,"Convênio Rescindido","NÃO","SIM","30/12/2017","29/09/2020",2020,"29/09/2020",1e+06,1e+06,0,NA,0,"ITALVA","Sistema de Abastecimento de água em áreas Rurais e Comunidades Tradicionais.","Administração Pública Municipal","MUNICIPIO DE ITALVA","MINISTERIO DA SAUDE","FUNDACAO NACIONAL DE SAUDE",0,0,"Nao",0
"957",861470,1184909,"Convênio Rescindido","NÃO","SIM","29/12/2017","30/09/2020",2019,"01/11/2019",839857.48,7e+05,139857.48,NA,7e+05,"NITEROI","NOVO SOLAR – INTERVENÇÕES, REPAROS E MODERNIZAÇÃO DA EDIFICAÇÃO E NOS JARDINS DO SOLAR DO JAMBEIRO","Administração Pública Municipal","FUNDACAO DE ARTE DE NITEROI - FAN","MINISTERIO DA CULTURA","MINISTERIO DA CULTURA",83.35,16.65,"Sim",11
"958",861516,1170520,"Proposta/Plano de Trabalho Aprovado","SIM","SIM","30/12/2017","31/12/2019",2019,"31/12/2019",505000,5e+05,5000,NA,5e+05,"JAPERI","Construção da Casa do Produtor em Japeri","Administração Pública Municipal","MUNICIPIO DE JAPERI","SEC.ESPEC.DE AGRIC.FAMIL.E DO DESENV.AGRARIO","SEC.ESPEC.DE AGRIC.FAMIL.E DO DESENV.AGRARIO",99.01,0.99,"Nao",0
"959",861539,1282405,"Convênio Anulado","NÃO","SIM","19/01/2018","03/01/2021",2019,"13/07/2019",808000,8e+05,8000,NA,0,"SUMIDOURO","implantação de infraestrutura de apoio à produção -pavimentação e drenagem de estrada vicinal - trecho das SU 02 e SU 04 na localidade de Benfica - Zona Rural de Sumidouro","Administração Pública Municipal","MUNICIPIO DE SUMIDOURO","MINISTERIO DO DESENVOLVIMENTO REGIONAL","MINISTERIO DO DESENVOLVIMENTO REGIONAL",0,0.99,"Sim",18
"960",861542,1282071,"Em execução","SIM","SIM","23/01/2018","07/01/2021",2019,"17/07/2019",507500,5e+05,7500,NA,0,"PATY DO ALFERES","Construção de Galpão destinado a seleção de Hortifruti em Avelar, 2º Distrito do Município.","Administração Pública Municipal","MUNICIPIO DE PATY DO ALFERES","MINISTERIO DO DESENVOLVIMENTO REGIONAL","MINISTERIO DO DESENVOLVIMENTO REGIONAL",0,1.48,"Sim",18
"961",861743,1284414,"Em execução","SIM","SIM","29/12/2017","31/12/2020",2019,"01/11/2019",493500,487500,6000,NA,0,"SAQUAREMA","Implantação e Modernização de Infraestrutura Esportiva","Administração Pública Municipal","MUNICIPIO DE SAQUAREMA","MINISTERIO DO ESPORTE","MINISTERIO DO ESPORTE",0,1.22,"Sim",14
"962",861744,1284527,"Proposta/Plano de Trabalho Complementado Enviado para Análise","SIM","SIM","20/12/2017","30/08/2021",2021,"30/08/2021",5e+05,487500,12500,NA,0,"NOVA FRIBURGO","Implantação e / ou Modernização de Infraestrutura Esportiva","Administração Pública Municipal","MUNICIPIO DE NOVA FRIBURGO","MINISTERIO DO ESPORTE","MINISTERIO DO ESPORTE",0,2.5,"Nao",0
"963",861745,1284566,"Em execução","SIM","SIM","29/12/2017","31/12/2020",2019,"20/12/2019",274896.84,272147.87,2748.97,297500,0,"RESENDE","Construção e Revitalização de Espaço Esportivo no município de Resende","Administração Pública Municipal","MUNICIPIO DE RESENDE","MINISTERIO DO ESPORTE","MINISTERIO DO ESPORTE",0,1,"Sim",13
"964",861750,1285522,"Convênio Anulado","NÃO","SIM","29/12/2017","31/12/2019",2019,"29/12/2019",206938.31,204868.93,2069.38,410000,0,"DUQUE DE CAXIAS","Aquisição e Implantação de Academia ao Ar Livre.","Administração Pública Municipal","MUNICIPIO DE DUQUE DE CAXIAS","MINISTERIO DO ESPORTE","MINISTERIO DO ESPORTE",0,1,"Sim",0
"965",861755,1286246,"Convênio Anulado","NÃO","SIM","29/12/2017","31/12/2019",2019,"31/12/2019",393900,390000,3900,NA,0,"COMENDADOR LEVY GASPARIAN","Construção de quadra poliesportiva coberta.","Administração Pública Municipal","MUNICIPIO DE COMENDADOR LEVY GASPARIAN","MINISTERIO DO ESPORTE","MINISTERIO DO ESPORTE",0,0.99,"Nao",0
"966",861828,1285398,"Em execução","SIM","SIM","30/12/2017","11/07/2021",2020,"29/09/2020",4869395.17,4869395.17,0,4870000,0,"BOM JESUS DO ITABAPOANA","Sistema de Abastecimento de água em Áreas Rurais e Comunidades Tradicionais","Administração Pública Municipal","MUNICIPIO DE BOM JESUS DO ITABAPOANA","MINISTERIO DA SAUDE","FUNDACAO NACIONAL DE SAUDE",0,0,"Sim",10
"967",861863,1162563,"Em execução","SIM","SIM","29/12/2017","30/04/2021",2021,"30/04/2021",298500,292500,6000,NA,292500,"CANTAGALO","Implantação e Modernização de infraestrutura Esportiva no Município.","Administração Pública Municipal","MUNICIPIO DE CANTAGALO","MINISTERIO DO ESPORTE","MINISTERIO DO ESPORTE",97.99,2.01,"Nao",0
"968",861886,1176383,"Em execução","SIM","SIM","29/12/2017","31/12/2020",2019,"30/04/2019",292271.87,291979.6,292.27,292792.79,291979.6,"PINHEIRAL","Construção de Quadra Poliesportiva","Administração Pública Municipal","MUNICIPIO DE PINHEIRAL","MINISTERIO DO ESPORTE","MINISTERIO DO ESPORTE",99.9,0.1,"Sim",20
"969",862038,1210454,"Convênio Anulado","NÃO","SIM","29/12/2017","31/12/2019",2019,"29/12/2019",558808.86,450000,108808.86,457023.8,0,"DUQUE DE CAXIAS","ESTRUTURACAO DA REDE DE SERVICOS DE PROTECAO SOCIAL ESPECIAL – CONSTRUCAO DE CENTRO DE REFERENCIA ESPECIALIZADO DE ASSISTENCIA SOCIAL - CREAS","Administração Pública Municipal","MUNICIPIO DE DUQUE DE CAXIAS","MINISTERIO DA CIDADANIA","MINISTERIO DA CIDADANIA",0,19.47,"Sim",0
"970",862039,1209187,"Convênio Anulado","NÃO","SIM","30/12/2017","31/12/2019",2019,"30/12/2019",459929.55,450000,9929.55,452404.27,0,"DUQUE DE CAXIAS","ESTRUTURACAO DA REDE DE SERVICOS DE PROTECAO SOCIAL ESPECIAL – REFORMA DE UNIDADE DE ACOLHIMENTO","Administração Pública Municipal","MUNICIPIO DE DUQUE DE CAXIAS","MINISTERIO DA CIDADANIA","MINISTERIO DA CIDADANIA",0,2.16,"Sim",0
"971",862044,1188007,"Convênio Anulado","NÃO","SIM","29/12/2017","31/12/2019",2019,"29/12/2019",382209.72,350000,32209.72,356777.27,0,"DUQUE DE CAXIAS","ESTRUTURAÇÃO DA REDE DE SERVIÇOS DE PROTEÇÃO SOCIAL BÁSICA - CONSTRUÇÃO DE CENTRO DE REFERÊNCIA DE ASSISTÊNCIA SOCIAL - CRAS","Administração Pública Municipal","MUNICIPIO DE DUQUE DE CAXIAS","MINISTERIO DA CIDADANIA","MINISTERIO DA CIDADANIA",0,8.43,"Sim",0
